Date and Time,LW,SM,T,RH,DP,Class
10-06-2021 05:00,Dry,,31.4,69.2,25.1,Healthy
10-06-2021 05:30,Dry,,31.3,70.7,25.3,Healthy
10-06-2021 06:00,Dry,,31.1,71.6,25.4,Healthy
10-06-2021 06:30,Dry,,31.3,71.4,25.5,Healthy
10-06-2021 07:00,Dry,,31.7,70.2,25.6,Healthy
10-06-2021 07:30,Dry,,32.4,67.3,25.6,Healthy
10-06-2021 08:00,Dry,,33.4,64.1,25.7,Healthy
10-06-2021 08:30,Dry,,34.6,59.7,25.6,Healthy
10-06-2021 09:00,Dry,,35.8,56,25.7,Healthy
10-06-2021 09:30,Dry,,37.1,52.6,25.8,Healthy
10-06-2021 10:00,Dry,,38.3,48.5,25.5,Healthy
10-06-2021 10:30,Dry,,39.3,46.5,25.7,Healthy
10-06-2021 11:00,Dry,,40,44.7,25.7,Healthy
10-06-2021 11:30,Dry,,40.7,43,25.7,Healthy
10-06-2021 12:00,Dry,,41.5,42,26,Healthy
10-06-2021 12:30,Dry,,42,41.2,26.1,Healthy
10-06-2021 13:00,Dry,,42.4,39.5,25.8,Healthy
10-06-2021 13:30,Dry,,42.8,39.3,26,Healthy
10-06-2021 14:00,Dry,,43,38.3,25.8,Healthy
10-06-2021 14:30,Dry,,42.8,38.3,25.6,Healthy
10-06-2021 15:00,Dry,,42.5,38.3,25.3,Healthy
10-06-2021 15:30,Dry,,41.9,38.5,24.9,Healthy
10-06-2021 16:00,Dry,,40.9,39.4,24.4,Healthy
10-06-2021 16:30,Dry,,39.8,41.8,24.4,Healthy
10-06-2021 17:00,Dry,,39,43.5,24.3,Healthy
10-06-2021 17:30,Dry,,37.9,46.9,24.6,Healthy
10-06-2021 18:00,Dry,,36.9,49.1,24.5,Healthy
10-06-2021 18:30,Dry,,36.3,50,24.2,Healthy
10-06-2021 19:00,Dry,,35.6,51.6,24.1,Healthy
10-06-2021 19:30,Dry,,34.7,54.5,24.2,Healthy
10-06-2021 20:00,Dry,,34,57.1,24.3,Healthy
10-06-2021 20:30,Dry,,33.3,58.6,24.1,Healthy
10-06-2021 21:00,Dry,,32.8,58.7,23.6,Healthy
10-06-2021 21:30,Dry,,32.3,61.1,23.8,Healthy
10-06-2021 22:00,Dry,,32.1,62.8,24.1,Healthy
10-06-2021 22:30,Dry,,31.8,63.7,24.1,Healthy
10-06-2021 23:00,Dry,,31.7,63,23.8,Healthy
10-06-2021 23:30,Dry,,30,62.2,22,Healthy
11-06-2021 00:00,Dry,,28.2,69.6,22.1,Healthy
11-06-2021 00:30,Dry,,27.5,73.1,22.2,Healthy
11-06-2021 01:00,Moist,,27.4,75.2,22.6,Healthy
11-06-2021 01:30,Moist,,27.2,76.8,22.8,Healthy
11-06-2021 02:00,Moist,,27.1,76.7,22.7,Healthy
11-06-2021 02:30,Moist,,27,75.6,22.3,Healthy
11-06-2021 03:00,Dry,,27.1,73.8,22,Healthy
11-06-2021 03:30,Dry,,27.1,74.1,22.1,Healthy
11-06-2021 04:00,Dry,,27.3,75.2,22.5,Healthy
11-06-2021 04:30,Moist,,27.2,75.8,22.6,Healthy
11-06-2021 05:00,Moist,,27.2,76.3,22.7,Healthy
11-06-2021 05:30,Dry,,27.1,75.1,22.3,Healthy
11-06-2021 06:00,Dry,,27,75.8,22.4,Healthy
11-06-2021 06:30,Dry,,27.2,75.8,22.6,Healthy
11-06-2021 07:00,Dry,,28.2,73.3,23,Healthy
11-06-2021 07:30,Dry,,29.9,68.8,23.5,Healthy
11-06-2021 08:00,Dry,,30.7,67,23.9,Healthy
11-06-2021 08:30,Dry,,31.2,65.2,23.9,Healthy
11-06-2021 09:00,Dry,,32.8,61.8,24.5,Healthy
11-06-2021 09:30,Dry,,35,55.2,24.7,Healthy
11-06-2021 10:00,Dry,,36.6,50.8,24.8,Healthy
11-06-2021 10:30,Dry,,37.8,47.1,24.6,Healthy
11-06-2021 11:00,Dry,,39.1,45.2,25.1,Healthy
11-06-2021 11:30,Dry,,39.3,43,24.4,Healthy
11-06-2021 12:00,Dry,,39.3,46,25.5,Healthy
11-06-2021 12:30,Dry,,40.3,44.8,26,Healthy
11-06-2021 13:00,Dry,,41.1,42.7,25.9,Healthy
11-06-2021 13:30,Dry,,41.8,40,25.4,Healthy
11-06-2021 14:00,Dry,,42,39.3,25.3,Healthy
11-06-2021 14:30,Dry,,42.1,38.7,25.1,Healthy
11-06-2021 15:00,Dry,,42,38.2,24.8,Healthy
11-06-2021 15:30,Dry,,41.4,38.7,24.5,Healthy
11-06-2021 16:00,Dry,,40.4,40.5,24.4,Healthy
11-06-2021 16:30,Dry,,39.2,41.7,23.8,Healthy
11-06-2021 17:00,Dry,,38.3,42.9,23.5,Healthy
11-06-2021 17:30,Dry,,37.4,44.7,23.3,Healthy
11-06-2021 18:00,Dry,,36.6,45.8,23,Healthy
11-06-2021 18:30,Dry,,35.8,46.9,22.7,Healthy
11-06-2021 19:00,Dry,,35.1,48.8,22.7,Healthy
11-06-2021 19:30,Dry,,34.4,53,23.4,Healthy
11-06-2021 20:00,Dry,,33.9,54.7,23.5,Healthy
11-06-2021 20:30,Dry,,33.4,57.7,23.9,Healthy
11-06-2021 21:00,Dry,,33,59.9,24.2,Healthy
11-06-2021 21:30,Dry,,32.8,61.6,24.4,Healthy
11-06-2021 22:00,Dry,,32.4,62.8,24.4,Healthy
11-06-2021 22:30,Dry,,32.1,64.1,24.5,Healthy
11-06-2021 23:00,Dry,,31.9,64.8,24.4,Healthy
11-06-2021 23:30,Dry,,31.7,65.3,24.4,Healthy
12-06-2021 00:00,Dry,,31.4,65.3,24.1,Healthy
12-06-2021 00:30,Dry,,31.2,65.1,23.9,Healthy
12-06-2021 01:00,Dry,,31,65.6,23.8,Healthy
12-06-2021 01:30,Dry,,30.8,65.3,23.5,Healthy
12-06-2021 02:00,Dry,,30.7,65,23.4,Healthy
12-06-2021 02:30,Dry,,30.6,65.6,23.4,Healthy
12-06-2021 03:00,Dry,,30.5,66.2,23.5,Healthy
12-06-2021 03:30,Dry,,30.2,67.2,23.4,Healthy
12-06-2021 04:00,Dry,,30.1,68.5,23.7,Healthy
12-06-2021 04:30,Dry,,30,69.6,23.8,Healthy
12-06-2021 05:00,Dry,,30,70.7,24.1,Healthy
12-06-2021 05:30,Dry,,29.9,71.4,24.2,Healthy
12-06-2021 06:00,Dry,,29.9,71.7,24.2,Healthy
12-06-2021 06:30,Dry,,30,72.1,24.4,Healthy
12-06-2021 07:00,Dry,,30.5,72.3,24.9,Healthy
12-06-2021 07:30,Dry,,31.3,70.7,25.3,Healthy
12-06-2021 08:00,Dry,,32.2,68,25.5,Healthy
12-06-2021 08:30,Dry,,33.4,64.2,25.7,Healthy
12-06-2021 09:00,Dry,,35.1,59.7,26.1,Healthy
12-06-2021 09:30,Dry,,36.7,53.6,25.7,Healthy
12-06-2021 10:00,Dry,,37.8,50.1,25.6,Healthy
12-06-2021 10:30,Dry,,38.8,47.6,25.7,Healthy
12-06-2021 11:00,Dry,,39.3,47.4,26.1,Healthy
12-06-2021 11:30,Dry,,38.7,46,25,Healthy
12-06-2021 12:00,Dry,,39.6,44.8,25.4,Healthy
12-06-2021 12:30,Dry,,40.4,43.2,25.5,Healthy
12-06-2021 13:00,Dry,,40.5,41.5,24.9,Healthy
12-06-2021 13:30,Dry,,40.5,41.4,24.9,Healthy
12-06-2021 14:00,Dry,,40.4,42.2,25.1,Healthy
12-06-2021 14:30,Dry,,40.6,41.4,24.9,Healthy
12-06-2021 15:00,Dry,,40.4,40.7,24.5,Healthy
12-06-2021 15:30,Dry,,39.9,39.8,23.7,Healthy
12-06-2021 16:00,Dry,,39,40.2,23,Healthy
12-06-2021 16:30,Dry,,37.9,42.5,23,Healthy
12-06-2021 17:00,Dry,,36.8,41.2,21.5,Healthy
12-06-2021 17:30,Dry,,36,41.7,21,Healthy
12-06-2021 18:00,Dry,,35.1,43.8,20.9,Healthy
12-06-2021 18:30,Dry,,34,45.5,20.6,Healthy
12-06-2021 19:00,Dry,,33.2,47.3,20.5,Healthy
12-06-2021 19:30,Dry,,32.7,48.8,20.5,Healthy
12-06-2021 20:00,Dry,,32.1,49.9,20.3,Healthy
12-06-2021 20:30,Dry,,31.8,52.9,21,Healthy
12-06-2021 21:00,Dry,,31.3,55.1,21.2,Healthy
12-06-2021 21:30,Dry,,30.8,57.5,21.4,Healthy
12-06-2021 22:00,Dry,,29.6,55.9,19.9,Healthy
12-06-2021 22:30,Dry,,29.1,57.7,19.9,Healthy
12-06-2021 23:00,Dry,,28.8,58.1,19.7,Healthy
12-06-2021 23:30,Dry,,28.8,55.9,19.1,Healthy
13-06-2021 00:00,Dry,,28.8,54,18.6,Healthy
13-06-2021 00:30,Dry,,29,54.1,18.8,Healthy
13-06-2021 01:00,Dry,,29,54.1,18.8,Healthy
13-06-2021 01:30,Dry,,29.1,56.4,19.5,Healthy
13-06-2021 02:00,Dry,,29,62.2,21,Healthy
13-06-2021 02:30,Dry,,28.8,66.1,21.8,Healthy
13-06-2021 03:00,Dry,,28.7,68,22.2,Healthy
13-06-2021 03:30,Dry,,28.6,68.7,22.3,Healthy
13-06-2021 04:00,Dry,,28.5,68.7,22.2,Healthy
13-06-2021 04:30,Dry,,28.4,69.3,22.2,Healthy
13-06-2021 05:00,Dry,,28.1,69.4,22,Healthy
13-06-2021 05:30,Dry,,28.1,70.6,22.3,Healthy
13-06-2021 06:00,Dry,,28,71.7,22.4,Healthy
13-06-2021 06:30,Dry,,28.4,71.3,22.7,Healthy
13-06-2021 07:00,Dry,,30,66.5,23.1,Healthy
13-06-2021 07:30,Dry,,31.3,62.1,23.2,Healthy
13-06-2021 08:00,Dry,,32.8,58.9,23.7,Healthy
13-06-2021 08:30,Dry,,34.5,54.1,23.9,Healthy
13-06-2021 09:00,Dry,,36.5,48.4,23.9,Healthy
13-06-2021 09:30,Dry,,37.4,46.5,24,Healthy
13-06-2021 10:00,Dry,,36.8,46.9,23.6,Healthy
13-06-2021 10:30,Dry,,36.7,47.4,23.7,Healthy
13-06-2021 11:00,Dry,,36.9,48.3,24.2,Healthy
13-06-2021 11:30,Dry,,39,44.8,24.8,Healthy
13-06-2021 12:00,Dry,,38.4,42.2,23.3,Healthy
13-06-2021 12:30,Dry,,37.7,42.3,22.7,Healthy
13-06-2021 13:00,Dry,,35.4,45.8,21.9,Healthy
13-06-2021 13:30,Dry,,34.9,51.4,23.4,Healthy
13-06-2021 14:00,Dry,,35.5,52.5,24.3,Healthy
13-06-2021 14:30,Dry,,36.1,52.6,24.9,Healthy
13-06-2021 15:00,Dry,,36.7,47.5,23.7,Healthy
13-06-2021 15:30,Dry,,35.5,48,22.8,Healthy
13-06-2021 16:00,Dry,,35.1,49.8,23,Healthy
13-06-2021 16:30,Dry,,34.6,52.3,23.4,Healthy
13-06-2021 17:00,Dry,,34.7,50.6,22.9,Healthy
13-06-2021 17:30,Dry,,34.6,50.9,23,Healthy
13-06-2021 18:00,Dry,,34.1,52.3,22.9,Healthy
13-06-2021 18:30,Dry,,33.4,54.2,22.9,Healthy
13-06-2021 19:00,Dry,,32.8,57.1,23.2,Healthy
13-06-2021 19:30,Dry,,32,60,23.3,Healthy
13-06-2021 20:00,Dry,,31.3,62.5,23.3,Healthy
13-06-2021 20:30,Dry,,30.7,65.1,23.4,Healthy
13-06-2021 21:00,Dry,,30.1,67.8,23.5,Healthy
13-06-2021 21:30,Dry,,29.8,69.7,23.7,Healthy
13-06-2021 22:00,Dry,,29.4,71.7,23.8,Healthy
13-06-2021 22:30,Dry,,29,73.4,23.8,Healthy
13-06-2021 23:00,Dry,,28.8,74.6,23.8,Healthy
13-06-2021 23:30,Dry,,28.8,75.2,24,Healthy
14-06-2021 00:00,Dry,,28.8,75.8,24.1,Healthy
14-06-2021 00:30,Dry,,28.7,75.3,23.9,Healthy
14-06-2021 01:00,Dry,,28.7,75.3,23.9,Healthy
14-06-2021 01:30,Dry,,28.7,74.9,23.8,Healthy
14-06-2021 02:00,Dry,,28.8,74.1,23.7,Healthy
14-06-2021 02:30,Dry,,29,74.1,23.9,Healthy
14-06-2021 03:00,Dry,,29,74.6,24,Healthy
14-06-2021 03:30,Dry,,28.8,75.2,24,Healthy
14-06-2021 04:00,Dry,,28.7,74.8,23.8,Healthy
14-06-2021 04:30,Dry,,28.5,75.1,23.7,Healthy
14-06-2021 05:00,Dry,,28.4,76.2,23.8,Healthy
14-06-2021 05:30,Dry,,28.2,76.8,23.7,Healthy
14-06-2021 06:00,Dry,,28.1,77.3,23.7,Healthy
14-06-2021 06:30,Dry,,28.4,76.4,23.8,Healthy
14-06-2021 07:00,Dry,,29.4,73.2,24.1,Healthy
14-06-2021 07:30,Dry,,30.7,69.4,24.5,Healthy
14-06-2021 08:00,Dry,,32.4,63.6,24.6,Healthy
14-06-2021 08:30,Dry,,34.4,56.9,24.6,Healthy
14-06-2021 09:00,Dry,,36.2,51.9,24.7,Healthy
14-06-2021 09:30,Dry,,37.7,48.6,25,Healthy
14-06-2021 10:00,Dry,,38.8,46,25.1,Healthy
14-06-2021 10:30,Dry,,39.8,44.5,25.4,Healthy
14-06-2021 11:00,Dry,,40.5,41.9,25.1,Healthy
14-06-2021 11:30,Dry,,41.3,40.2,25.1,Healthy
14-06-2021 12:00,Dry,,42.4,37.7,25,Healthy
14-06-2021 12:30,Dry,,43,36.2,24.8,Healthy
14-06-2021 13:00,Dry,,43,34.4,24,Healthy
14-06-2021 13:30,Dry,,43,34.4,24,Healthy
14-06-2021 14:00,Dry,,43.5,32.4,23.4,Healthy
14-06-2021 14:30,Dry,,43.6,31.8,23.2,Healthy
14-06-2021 15:00,Dry,,43.5,31.7,23,Healthy
14-06-2021 15:30,Dry,,43.3,31.1,22.6,Healthy
14-06-2021 16:00,Dry,,42,31.3,21.5,Healthy
14-06-2021 16:30,Dry,,40.6,33.8,21.6,Healthy
14-06-2021 17:00,Dry,,39.6,35.8,21.7,Healthy
14-06-2021 17:30,Dry,,38.3,35.9,20.6,Healthy
14-06-2021 18:00,Dry,,37.3,38.5,20.8,Healthy
14-06-2021 18:30,Dry,,36.4,40,20.6,Healthy
14-06-2021 19:00,Dry,,35.6,42.4,20.9,Healthy
14-06-2021 19:30,Dry,,34.9,45.3,21.3,Healthy
14-06-2021 20:00,Dry,,34.3,48.4,21.8,Healthy
14-06-2021 20:30,Dry,,33.9,50.9,22.3,Healthy
14-06-2021 21:00,Dry,,33.4,53.1,22.5,Healthy
14-06-2021 21:30,Dry,,33.2,55.2,23,Healthy
14-06-2021 22:00,Dry,,32.8,56.9,23.1,Healthy
14-06-2021 22:30,Dry,,32.4,57.9,23,Healthy
14-06-2021 23:00,Dry,,32.1,58.5,22.9,Healthy
14-06-2021 23:30,Dry,,31.9,59.5,23,Healthy
15-06-2021 00:00,Dry,,31.7,60.7,23.2,Healthy
15-06-2021 00:30,Dry,,31.4,61.8,23.2,Healthy
15-06-2021 01:00,Dry,,31.2,62.2,23.1,Healthy
15-06-2021 01:30,Dry,,31,63.5,23.3,Healthy
15-06-2021 02:00,Dry,,30.8,65.1,23.5,Healthy
15-06-2021 02:30,Dry,,30.6,67,23.8,Healthy
15-06-2021 03:00,Dry,,30.2,68.6,23.8,Healthy
15-06-2021 03:30,Dry,,30,69.8,23.9,Healthy
15-06-2021 04:00,Dry,,29.9,70.4,23.9,Healthy
15-06-2021 04:30,Dry,,29.8,71.6,24.1,Healthy
15-06-2021 05:00,Dry,,29.6,72.7,24.2,Healthy
15-06-2021 05:30,Dry,,29.4,71.9,23.8,Healthy
15-06-2021 06:00,Dry,,29.4,72.2,23.9,Healthy
15-06-2021 06:30,Dry,,29.7,71.6,24,Healthy
15-06-2021 07:00,Dry,,30.3,68.2,23.8,Healthy
15-06-2021 07:30,Dry,,31.4,65,24,Healthy
15-06-2021 08:00,Dry,,32.5,62.1,24.3,Healthy
15-06-2021 08:30,Dry,,34.3,55.7,24.2,Healthy
15-06-2021 09:00,Dry,,34.7,54,24,Healthy
15-06-2021 09:30,Dry,,35.8,51.8,24.3,Healthy
15-06-2021 10:00,Dry,,36.4,50.5,24.5,Healthy
15-06-2021 10:30,Dry,,37.4,49.3,25,Healthy
15-06-2021 11:00,Dry,,39.2,45.8,25.4,Healthy
15-06-2021 11:30,Dry,,40.5,40.4,24.4,Healthy
15-06-2021 12:00,Dry,,41.6,38.2,24.5,Healthy
15-06-2021 12:30,Dry,,42.1,37.7,24.7,Healthy
15-06-2021 13:00,Dry,,42.6,37.1,24.9,Healthy
15-06-2021 13:30,Dry,,42.8,36.8,24.9,Healthy
15-06-2021 14:00,Dry,,43.1,34.7,24.2,Healthy
15-06-2021 14:30,Dry,,43.4,33.3,23.8,Healthy
15-06-2021 15:00,Dry,,43.1,33.4,23.6,Healthy
15-06-2021 15:30,Dry,,42.5,33.3,23,Healthy
15-06-2021 16:00,Dry,,40,35.9,22,Healthy
15-06-2021 16:30,Dry,,37.7,38.4,21.1,Healthy
15-06-2021 17:00,Dry,,36.9,43.2,22.3,Healthy
15-06-2021 17:30,Dry,,36.8,42.8,22.1,Healthy
15-06-2021 18:00,Dry,,36.2,42.3,21.4,Healthy
15-06-2021 18:30,Dry,,34.9,42.7,20.3,Healthy
15-06-2021 19:00,Dry,,34,44.5,20.2,Healthy
15-06-2021 19:30,Dry,,33.1,44.8,19.5,Healthy
15-06-2021 20:00,Dry,,32.2,48.4,19.9,Healthy
15-06-2021 20:30,Dry,,31.7,53.1,21,Healthy
15-06-2021 21:00,Dry,,31.2,55.4,21.2,Healthy
15-06-2021 21:30,Dry,,30.9,56.7,21.3,Healthy
15-06-2021 22:00,Dry,,30.7,58.2,21.5,Healthy
15-06-2021 22:30,Dry,,30.3,59.5,21.5,Healthy
15-06-2021 23:00,Dry,,30,61.2,21.7,Healthy
15-06-2021 23:30,Dry,,29.7,62.8,21.8,Healthy
16-06-2021 00:00,Dry,,29.4,63.2,21.7,Healthy
16-06-2021 00:30,Dry,,29.4,62.3,21.4,Healthy
16-06-2021 01:00,Dry,,29.2,63.5,21.6,Healthy
16-06-2021 01:30,Dry,,29.2,64.1,21.7,Healthy
16-06-2021 02:00,Dry,,29,64.7,21.7,Healthy
16-06-2021 02:30,Dry,,29,65.5,21.9,Healthy
16-06-2021 03:00,Dry,,28.8,66.5,21.9,Healthy
16-06-2021 03:30,Dry,,28.8,66.6,22,Healthy
16-06-2021 04:00,Dry,,28.7,66.1,21.7,Healthy
16-06-2021 04:30,Dry,,28.8,65.5,21.7,Healthy
16-06-2021 05:00,Dry,,28.7,66,21.7,Healthy
16-06-2021 05:30,Dry,,28.7,66.2,21.8,Healthy
16-06-2021 06:00,Dry,,28.7,66.5,21.8,Healthy
16-06-2021 06:30,Dry,,28.8,67.3,22.1,Healthy
16-06-2021 07:00,Dry,,29.8,62.7,21.9,Healthy
16-06-2021 07:30,Dry,,31.3,59.6,22.5,Healthy
16-06-2021 08:00,Dry,,31.7,59.4,22.8,Healthy
16-06-2021 08:30,Dry,,32.3,57,22.7,Healthy
16-06-2021 09:00,Dry,,34.6,51.3,23.1,Healthy
16-06-2021 09:30,Dry,,36.4,46.3,23,Healthy
16-06-2021 10:00,Dry,,36.7,44.3,22.6,Healthy
16-06-2021 10:30,Dry,,35.8,47.5,22.9,Healthy
16-06-2021 11:00,Dry,,36.3,47.4,23.3,Healthy
16-06-2021 11:30,Dry,,35.8,47.4,22.9,Healthy
16-06-2021 12:00,Dry,,35.4,49.5,23.2,Healthy
16-06-2021 12:30,Dry,,29.4,29.8,9.9,Healthy
16-06-2021 13:00,Wet,,23.7,49,12.3,Healthy
16-06-2021 13:30,Dry,,23.4,48.8,12,Healthy
16-06-2021 14:00,Dry,,22,52.3,11.8,Healthy
16-06-2021 14:30,Dry,,25.6,54.4,15.7,Healthy
16-06-2021 15:00,Dry,,25.4,54,15.4,Healthy
16-06-2021 15:30,Dry,,26.7,55.7,17.1,Healthy
16-06-2021 16:00,Moist,,27.3,56.9,18,Healthy
16-06-2021 16:30,Dry,,25.6,53,15.3,Healthy
16-06-2021 17:00,Dry,,26.9,54.9,17.1,Healthy
16-06-2021 17:30,Moist,,27.5,56.1,18,Healthy
16-06-2021 18:00,Moist,,27.8,56.9,18.5,Healthy
16-06-2021 18:30,Moist,,27.9,57.1,18.6,Healthy
16-06-2021 19:00,Moist,,27.9,58.1,18.9,Healthy
16-06-2021 19:30,Dry,,25,56.6,15.8,Healthy
16-06-2021 20:00,Moist,,26.3,60.6,18.1,Healthy
16-06-2021 20:30,Dry,,24.5,49.8,13.3,Healthy
16-06-2021 21:00,Dry,,26.4,53.8,16.3,Healthy
16-06-2021 21:30,Dry,,27.5,54.2,17.4,Healthy
16-06-2021 22:00,Moist,,27.9,55.7,18.2,Healthy
16-06-2021 22:30,Dry,,23.8,46.4,11.6,Healthy
16-06-2021 23:00,Dry,,21.4,47.6,9.8,Healthy
16-06-2021 23:30,Dry,,20.7,55.9,11.6,Healthy
17-06-2021 00:00,Dry,,22.6,48.9,11.3,Healthy
17-06-2021 00:30,Dry,,24.9,53.1,14.7,Healthy
17-06-2021 01:00,Dry,,26.3,54,16.2,Healthy
17-06-2021 01:30,Dry,,25.2,48.6,13.6,Healthy
17-06-2021 02:00,Dry,,21.6,46.6,9.7,Healthy
17-06-2021 02:30,Dry,,20.3,47.9,8.9,Healthy
17-06-2021 03:00,Dry,,23.2,54.1,13.4,Healthy
17-06-2021 03:30,Dry,,24.4,50.3,13.4,Healthy
17-06-2021 04:00,Dry,,21.1,46.8,9.3,Healthy
17-06-2021 04:30,Dry,,20.7,51.4,10.3,Healthy
17-06-2021 05:00,Dry,,24.4,53.4,14.3,Healthy
17-06-2021 05:30,Dry,,25.8,53.5,15.6,Healthy
17-06-2021 06:00,Dry,,26.4,54.7,16.5,Healthy
17-06-2021 06:30,Dry,,26.9,56.1,17.4,Healthy
17-06-2021 07:00,Dry,,24.3,47.1,12.3,Healthy
17-06-2021 07:30,Dry,,24.9,51.3,14.2,Healthy
17-06-2021 08:00,Dry,,26.3,51.9,15.6,Healthy
17-06-2021 08:30,Dry,,26.9,53.5,16.7,Healthy
17-06-2021 09:00,Dry,,27.1,53.6,16.9,Healthy
17-06-2021 09:30,Dry,,27,53.5,16.8,Healthy
17-06-2021 10:00,Moist,,26.2,53.6,16,Healthy
17-06-2021 10:30,Dry,,25.2,56.1,15.8,Healthy
17-06-2021 11:00,Dry,,26.9,57.4,17.8,Healthy
17-06-2021 11:30,Moist,,27.3,57.9,18.3,Healthy
17-06-2021 12:00,Moist,,27.5,58.9,18.7,Healthy
17-06-2021 12:30,Moist,,27.7,59.9,19.2,Healthy
17-06-2021 13:00,Moist,,28,61.8,20,Healthy
17-06-2021 13:30,Moist,,28.1,62.2,20.2,Healthy
17-06-2021 14:00,Moist,,28.1,63.1,20.4,Healthy
17-06-2021 14:30,Dry,,24.1,49.1,12.7,Healthy
17-06-2021 15:00,Dry,,24.9,52.9,14.6,Healthy
17-06-2021 15:30,Dry,,26.9,52.9,16.5,Healthy
17-06-2021 16:00,Dry,,27.6,54.7,17.7,Healthy
17-06-2021 16:30,Dry,,26.5,53.9,16.4,Healthy
17-06-2021 17:00,Dry,,27.5,54.4,17.5,Healthy
17-06-2021 17:30,Dry,,26.2,51.8,15.5,Healthy
17-06-2021 18:00,Dry,,27.5,53,17.1,Healthy
17-06-2021 18:30,Dry,,28,54.7,18,Healthy
17-06-2021 19:00,Dry,,28.1,54.4,18,Healthy
17-06-2021 19:30,Moist,,28.1,56.5,18.6,Healthy
17-06-2021 20:00,Moist,,28.1,57.7,19,Healthy
17-06-2021 20:30,Moist,,28.2,58.6,19.3,Healthy
17-06-2021 21:00,Dry,,26.2,51.1,15.3,Healthy
17-06-2021 21:30,Dry,,23.1,48.3,11.6,Healthy
17-06-2021 22:00,Dry,,21.5,46.8,9.6,Healthy
17-06-2021 22:30,Dry,,22.6,49.6,11.5,Healthy
17-06-2021 23:00,Dry,,22.7,50.8,12,Healthy
17-06-2021 23:30,Dry,,22.6,49.3,11.4,Healthy
18-06-2021 00:00,Dry,,25.5,49.6,14.2,Healthy
18-06-2021 00:30,Dry,,26.6,50.1,15.4,Healthy
18-06-2021 01:00,Dry,,27.2,51.3,16.3,Healthy
18-06-2021 01:30,Dry,,26.9,49.4,15.4,Healthy
18-06-2021 02:00,Dry,,22.4,44,9.5,Healthy
18-06-2021 02:30,Dry,,23.2,46.3,11,Healthy
18-06-2021 03:00,Dry,,25,49.3,13.6,Healthy
18-06-2021 03:30,Dry,,26.5,49.5,15.1,Healthy
18-06-2021 04:00,Dry,,24.1,43.8,11,Healthy
18-06-2021 04:30,Dry,,21.1,44,8.4,Healthy
18-06-2021 05:00,Dry,,22.2,54.1,12.5,Healthy
18-06-2021 05:30,Dry,,25,51.8,14.4,Healthy
18-06-2021 06:00,Dry,,26.2,51.5,15.4,Healthy
18-06-2021 06:30,Dry,,26.8,52.1,16.1,Healthy
18-06-2021 07:00,Dry,,27.1,53,16.7,Healthy
18-06-2021 07:30,Dry,,27.3,53.8,17.1,Healthy
18-06-2021 08:00,Dry,,27.4,54.1,17.3,Healthy
18-06-2021 08:30,Dry,,27.5,54.7,17.6,Healthy
18-06-2021 09:00,Dry,,27.5,55.1,17.7,Healthy
18-06-2021 09:30,Dry,,27.6,56.2,18.1,Healthy
18-06-2021 10:00,Dry,,27.7,57.1,18.4,Healthy
18-06-2021 10:30,Moist,,27.7,57.6,18.6,Healthy
18-06-2021 11:00,Moist,,27.7,65.1,20.5,Healthy
18-06-2021 11:30,Moist,,27.9,68.2,21.5,Healthy
18-06-2021 12:00,Moist,,28,67.8,21.5,Healthy
18-06-2021 12:30,Moist,,28.2,63.1,20.5,Healthy
18-06-2021 13:00,Dry,,28.6,58.1,19.6,Healthy
18-06-2021 13:30,Dry,,28.6,52.1,17.8,Healthy
18-06-2021 14:00,Dry,,28.4,49.9,16.9,Healthy
18-06-2021 14:30,Dry,,28.3,48,16.2,Healthy
18-06-2021 15:00,Dry,,28.2,47.4,16,Healthy
18-06-2021 15:30,Dry,,28.2,47.3,15.9,Healthy
18-06-2021 16:00,Dry,,28.3,47.4,16,Healthy
18-06-2021 16:30,Dry,,28.4,47.5,16.2,Healthy
18-06-2021 17:00,Dry,,28.6,47.4,16.3,Healthy
18-06-2021 17:30,Dry,,28.6,47,16.2,Healthy
18-06-2021 18:00,Dry,,28.6,46.9,16.1,Healthy
18-06-2021 18:30,Dry,,28.7,47,16.3,Healthy
18-06-2021 19:00,Dry,,28.8,47.3,16.5,Healthy
18-06-2021 19:30,Dry,,28.9,47.4,16.6,Healthy
18-06-2021 20:00,Dry,,29.1,47.5,16.8,Healthy
18-06-2021 20:30,Dry,,29.2,47.6,16.9,Healthy
18-06-2021 21:00,Dry,,29.4,47.8,17.2,Healthy
18-06-2021 21:30,Dry,,29.4,47.8,17.2,Healthy
18-06-2021 22:00,Dry,,29.4,48,17.2,Healthy
18-06-2021 22:30,Dry,,29.5,48.1,17.4,Healthy
18-06-2021 23:00,Dry,,29.4,45,16.2,Healthy
18-06-2021 23:30,Dry,,29,40.9,14.4,Healthy
19-06-2021 00:00,Dry,,28.7,38.2,13.1,Healthy
19-06-2021 00:30,Dry,,28.5,38.7,13.1,Healthy
19-06-2021 01:00,Dry,,28.5,40.3,13.7,Healthy
19-06-2021 01:30,Dry,,28.6,41.3,14.2,Healthy
19-06-2021 02:00,Dry,,28.7,41.9,14.5,Healthy
19-06-2021 02:30,Dry,,28.8,41.3,14.3,Healthy
19-06-2021 03:00,Dry,,28.7,38.4,13.1,Healthy
19-06-2021 03:30,Dry,,28.5,38.3,12.9,Healthy
19-06-2021 04:00,Dry,,28.4,38.2,12.8,Healthy
